Subject,AverageStudyTime,AverageBreakTime,PredictedGrade,PredictedKnowledgeLevel
History,37,9,91,2
History,112,7,79,3
English,99,21,67,2
Math,60,19,83,5
Science,68,17,86,4
English,120,18,96,4
Math,104,7,91,2
Science,87,25,85,1
English,81,13,67,5
Science,46,29,84,1
Math,97,10,75,3
Science,69,8,68,2
History,108,24,94,4
Math,76,24,87,4
Math,42,5,89,5
Math,66,24,85,5
English,38,20,72,3
Science,56,27,89,2
Math,100,13,77,1
Math,119,24,99,2
English,68,14,64,4
English,83,26,69,1
Math,61,15,78,1
English,51,27,98,1
English,88,21,97,5
English,82,9,82,4
English,51,20,83,5
History,105,9,70,4
Math,70,24,66,3
Science,58,20,77,3
Math,51,28,83,2
English,67,11,61,1
Science,69,17,75,2
Science,119,22,92,1
History,89,25,62,2
History,79,15,82,3
English,117,5,61,3
History,39,18,77,1
Science,71,27,69,4
History,50,16,89,4
Science,33,26,95,1
English,46,23,88,1
Math,51,5,94,2
English,53,29,68,3
English,41,8,89,5
Science,73,9,99,1
Math,63,6,61,4
Science,60,11,77,4
English,74,29,60,5
Science,107,5,81,2
English,36,9,98,4
History,77,18,79,4
Science,54,27,65,2
Science,101,15,95,4
History,64,22,96,4
English,49,18,65,4
Science,60,13,73,2
English,87,25,87,5
Math,34,12,75,1
English,60,9,72,2
History,98,10,94,3
History,65,12,84,5
English,76,14,70,1
English,70,6,82,4
History,42,30,91,2
Math,77,30,69,1
English,48,19,68,4
English,51,7,69,5
Math,52,22,83,5
Science,35,27,100,5
Math,88,17,86,3
Science,86,16,65,4
History,67,12,69,4
English,76,30,84,4
Science,85,24,94,1
Math,71,5,73,4
Science,51,23,68,4
Math,97,26,76,1
History,102,12,92,1
History,36,15,79,2
English,59,28,64,4
Math,47,7,60,2
Math,31,14,83,2
Science,61,21,100,4
Math,92,13,91,1
History,33,16,60,1
English,76,8,63,4
Science,105,17,69,3
History,107,19,93,2
History,48,29,70,5
History,103,15,65,3
Science,43,18,74,4
Science,60,30,82,2
Science,32,5,94,1
Science,58,7,93,1
History,96,13,80,2
History,62,18,76,1
History,100,15,66,1
History,89,12,97,1
English,91,7,72,3
History,34,6,68,1
Science,31,30,79,3
History,100,12,99,2
History,71,9,76,2
History,118,29,62,5
Math,92,13,70,2
Science,113,23,98,2
History,71,16,84,3
Science,57,9,93,5
English,86,26,91,1
Math,93,14,78,2
English,51,18,67,4
English,76,6,91,5
English,63,12,100,1
English,113,13,77,4
History,100,17,95,4
English,35,5,65,3
Science,72,7,94,2
English,93,15,76,3
History,40,27,99,2
Math,78,9,77,4
English,47,7,74,4
Math,37,9,69,3
History,90,25,84,4
History,39,8,99,2
English,82,15,72,1
Science,71,25,66,1
English,93,18,95,5
History,53,14,93,2
Math,64,16,75,3
History,110,9,76,5
Math,98,15,88,3
Math,116,8,84,1
Science,108,11,67,5
Math,118,11,89,5
Math,102,15,74,5
History,35,23,83,5
Math,107,13,70,5
Math,97,12,69,2
History,88,14,69,2
History,103,7,82,4
Math,46,12,80,5
Science,53,18,85,5
Math,49,23,86,4
Math,98,16,95,5
English,85,22,66,5
Science,79,12,97,2
Science,32,7,64,5
History,88,17,62,4
Math,63,21,92,3
English,49,17,69,3
Math,46,19,65,3
Science,51,21,70,3
Science,116,24,76,1
English,39,16,89,2
History,71,26,77,5
Science,53,17,81,4
Math,107,11,100,3
Science,58,22,83,5
Math,92,13,84,1
English,120,11,93,3
English,44,28,99,5
Math,56,23,67,1
History,59,12,95,2
English,91,19,94,5
Science,108,18,93,4
History,92,27,67,2
English,59,10,99,1
Math,59,6,90,3
English,46,21,67,1
History,37,28,85,4
Science,76,12,62,2
English,100,5,99,4
History,66,15,90,4
English,106,15,70,1
Science,107,25,66,1
History,83,11,99,5
Math,77,12,70,3
English,89,26,67,4
Math,41,20,79,5
History,90,9,96,3
Math,92,14,60,4
History,88,22,71,4
History,70,27,90,5
History,56,17,91,4
History,50,15,74,1
History,100,20,65,1
Science,104,9,80,1
Math,39,9,87,3
History,109,24,91,1
Science,89,20,75,1
Science,102,21,89,1
English,91,13,76,5
History,111,21,74,5
English,97,7,76,3
History,52,12,97,3
Science,72,26,91,2
History,110,13,63,5
English,56,28,63,1
English,80,24,97,5
Science,87,30,81,3
English,74,5,97,5
Science,92,27,80,5
Math,114,22,93,4
Science,87,22,92,5
Math,60,8,94,3
Math,113,19,96,1
Science,106,25,98,1
History,77,20,82,3
History,72,16,76,1
History,71,5,90,5
English,54,12,73,4
History,43,28,98,5
History,76,26,73,2
English,46,8,90,2
Math,49,20,99,4
Math,32,10,73,2
Science,64,27,99,4
English,62,23,89,3
English,48,14,78,3
Math,94,21,72,2
English,80,13,65,2
History,83,25,89,1
English,45,22,76,2
Math,94,18,98,3
English,52,5,86,3
Science,93,16,85,3
Math,82,19,84,2
History,108,17,100,1
Science,106,20,80,3
History,93,26,78,4
Math,100,11,89,2
English,106,23,61,4
English,119,12,95,4
History,62,5,68,3
Math,68,18,75,5
Science,63,9,60,4
Science,80,6,72,4
History,112,19,91,2
Math,76,14,77,3
Science,84,15,73,3
History,85,30,93,5
History,120,22,98,4
Science,77,11,79,5
History,116,6,93,3
English,47,11,66,2
Math,30,22,100,2
History,91,10,81,2
Science,55,19,73,1
Science,38,19,70,5
Math,32,22,98,5
History,38,20,89,4
Science,67,13,89,4
English,35,17,66,5
Math,72,17,98,4
English,73,15,77,1
Science,38,23,78,5
History,85,19,92,1
Science,45,25,61,3
History,46,13,67,1
History,46,11,88,2
History,90,27,99,4
Math,61,27,68,1
Math,116,17,74,2
Science,95,10,87,5
English,44,18,92,5
Math,38,19,62,2
English,91,20,70,1
History,75,18,81,2
Science,73,6,93,1
Science,105,16,76,1
History,89,25,62,1
Math,82,10,99,2
Math,81,8,100,4
History,118,26,70,3
Science,86,27,69,2
Science,117,26,71,4
History,62,21,61,2
Science,61,28,100,4
Science,79,26,73,1
Math,70,23,64,3
History,95,6,63,2
English,90,22,84,1
English,64,24,82,5
History,62,7,88,5
History,71,25,83,2
Science,99,11,70,1
English,120,30,80,3
Math,46,21,96,2
Science,75,12,91,2
Science,37,17,74,2
Math,34,7,61,3
Science,56,18,61,1
History,85,14,76,3
History,90,11,96,2
Science,60,14,82,5
History,59,13,91,2
History,112,27,79,1
English,103,7,73,2
History,85,5,96,5
History,88,11,75,2
Math,68,12,89,3
History,74,22,90,1
English,120,21,76,5
English,33,28,60,4
English,105,19,89,5
English,49,29,91,5
History,50,18,71,2
History,68,16,96,1
Math,115,10,85,3
English,114,26,95,5
History,58,27,100,3
English,44,29,92,3
English,108,28,92,3
History,80,8,98,1
Math,83,30,97,4
Math,76,18,99,3
History,36,18,60,4
Science,34,13,92,1
Math,50,10,67,3
Science,30,24,83,3
History,49,13,74,1
Math,96,17,85,4
Math,111,10,92,4
Science,63,13,86,3
History,42,6,86,4
English,61,7,98,2
English,34,9,68,1
History,65,14,66,5
History,91,7,72,2
Science,57,27,81,1
Math,56,26,78,4
History,88,8,98,5
English,116,18,90,2
Science,114,8,67,3
English,119,30,77,1
English,36,28,75,5
Science,89,24,84,2
English,62,8,77,5
English,48,6,89,5
Science,47,12,74,5
History,50,20,68,3
English,85,13,67,4
Science,42,16,64,5
History,61,22,87,3
History,113,24,78,5
English,112,7,65,2
Science,86,25,63,4
Science,47,30,99,1
English,80,12,75,2
History,85,13,100,2
Science,105,11,70,1
Math,71,12,60,1
History,43,18,73,2
History,54,9,82,2
English,62,30,80,3
English,99,6,78,2
Science,93,10,76,4
Science,40,12,84,2
Math,32,30,94,4
History,101,19,97,3
Math,64,8,67,5
Science,52,24,67,4
Science,73,29,95,2
History,46,7,95,3
English,69,27,65,4
Math,118,7,93,3
Science,94,25,63,1
Math,36,23,76,4
English,66,6,75,5
Science,112,17,73,3
History,99,16,64,5
English,111,11,75,4
History,76,14,99,3
History,85,6,81,1
English,33,17,83,1
History,90,12,78,3
Math,55,20,75,5
English,36,13,79,5
History,115,29,87,4
Math,62,13,69,1
English,69,28,98,2
Math,38,22,92,3
English,63,15,70,3
Science,101,29,96,1
History,80,23,72,4
Math,73,20,99,2
Science,113,5,63,4
Science,55,26,84,3
Science,48,17,88,4
History,104,17,72,4
Math,98,27,99,4
Science,62,17,65,4
English,115,20,64,4
English,38,26,70,4
Math,107,29,68,2
Science,31,30,78,1
Math,81,18,66,1
Math,54,20,68,5
English,93,10,97,5
English,68,25,85,5
History,72,12,100,1
Science,84,19,76,3
History,67,13,62,1
English,110,21,99,2
Math,82,15,77,4
English,56,15,91,5
History,88,7,79,2
History,72,15,92,5
English,77,10,83,1
English,92,13,64,5
Science,64,19,61,5
Science,33,7,96,1
History,113,7,75,3
English,69,6,98,1
English,70,19,75,3
English,112,8,66,1
History,106,30,60,5
English,118,14,62,1
Math,80,19,94,3
English,82,26,96,5
English,95,8,94,1
Math,64,22,76,5
Science,103,30,65,4
Science,60,6,76,5
History,81,10,84,1
Science,50,15,87,5
English,38,12,83,5
English,106,26,66,3
History,91,20,80,1
History,75,26,97,1
Math,36,9,72,1
History,51,28,78,1
History,94,14,61,4
Science,101,14,73,3
History,89,29,71,4
Math,69,22,60,4
English,37,17,84,2
History,46,17,79,5
Science,59,5,85,3
History,116,20,100,2
History,74,22,62,1
English,83,12,92,3
History,79,21,71,3
English,50,8,73,2
Science,72,7,75,1
English,105,27,82,2
Math,60,25,69,3
Science,53,24,86,1
Math,106,8,95,2
History,119,19,100,4
English,94,24,61,1
Math,42,7,90,1
English,119,25,84,3
Math,75,9,64,5
Math,58,17,62,3
Math,46,30,99,1
English,100,9,84,1
Science,78,23,100,1
Science,85,15,93,3
English,99,17,73,4
Math,120,24,67,1
English,112,30,87,2
Math,64,12,66,3
Math,115,21,69,4
Math,50,6,92,5
Math,102,7,100,4
History,94,24,60,4
Science,54,26,68,4
History,77,26,80,5
History,54,16,82,3
History,66,21,64,3
History,78,14,75,2
Math,103,5,74,5
History,113,14,61,1
Science,110,29,69,4
English,48,23,96,1
Science,96,9,90,3
English,31,23,99,1
History,38,27,67,2
Science,101,8,72,5
Science,82,12,65,4
History,74,15,86,1
Science,62,26,74,1
English,106,26,90,1
History,71,15,91,3
History,70,13,69,4
English,67,17,66,1
Math,58,18,80,4
Science,79,29,73,2
Math,67,17,70,5
Math,93,27,82,1
History,38,13,85,3
History,36,5,93,5
Math,42,14,87,1
History,101,10,96,3
English,104,10,81,2
History,70,6,76,5
Science,73,9,68,5
Science,95,22,60,2
Math,99,30,64,5
History,67,11,75,4
Math,57,27,68,4
History,60,19,92,5
English,110,24,88,2
English,100,12,73,3
Science,101,28,99,3
History,63,27,69,2
Science,110,21,82,4
History,80,11,63,3
History,71,7,74,1
Math,37,26,97,3
History,70,17,77,4
History,85,13,90,3
Math,46,20,96,1
History,38,29,64,2
Science,72,29,64,2
Science,85,10,99,1
Math,76,13,66,3
History,84,9,84,5
English,80,19,93,3
English,89,26,90,2
Math,72,7,73,5
Math,107,6,83,4
History,43,17,90,2
Science,87,25,82,2
Math,91,17,71,2
History,43,19,88,3
English,61,14,60,5
History,57,11,62,4
Science,52,26,67,2
Science,100,15,92,1
Science,100,12,78,1
Math,67,8,86,2
Science,99,12,91,3
History,80,27,97,4
Math,74,21,91,4
History,43,10,67,1
Science,99,18,97,5
Math,115,29,93,2
English,100,24,68,5
Science,57,14,75,2
Math,102,21,67,2
English,68,17,86,1
Math,37,29,75,5
History,43,19,80,3
History,98,18,82,1
Math,105,18,90,1
English,103,25,77,5
Science,71,29,97,5
Science,44,9,94,5
Math,120,20,88,3
English,99,19,92,3
Science,52,20,62,4
Math,108,26,97,4
Math,33,14,66,4
History,84,9,87,5
English,69,24,64,4
Math,45,21,80,1
English,100,26,71,3
History,42,13,64,2
English,61,14,98,3
English,49,21,75,3
Science,106,11,75,5
English,48,5,85,3
History,108,30,72,1
English,112,27,90,3
Math,45,20,83,3
Science,105,13,87,4
Math,41,10,73,5
Science,60,9,68,3
English,120,9,94,5
Math,109,10,92,1
Science,94,12,79,4
English,41,21,77,2
Math,89,14,85,5
Math,120,15,65,4
English,70,11,97,1
Math,45,28,62,2
Science,38,27,75,2
History,67,28,73,4
Science,104,17,64,3
English,76,26,81,4
Science,40,29,80,4
History,111,6,61,5
History,59,23,83,3
English,58,25,76,1
History,103,11,83,3
English,72,24,80,5
History,88,18,92,3
English,91,18,72,3
Science,64,14,98,3
Math,55,25,87,5
English,51,26,76,2
Math,119,26,77,3
Science,38,14,83,3
English,71,19,72,4
History,30,19,95,5
Science,41,26,89,4
English,109,28,67,2
History,82,16,93,1
English,110,13,84,5
History,40,19,76,1
English,51,15,72,2
English,119,28,95,1
Science,43,7,78,1
Science,84,17,88,3
English,96,20,87,2
English,94,24,91,4
Math,107,8,61,4
English,75,20,72,5
History,62,13,61,2
Math,37,6,92,3
English,94,24,61,4
Science,99,9,98,3
Science,63,28,61,3
Science,79,9,78,5
Science,89,30,62,4
Math,46,5,91,4
Math,114,21,86,5
Science,45,15,78,1
Science,49,25,67,2
Science,96,15,92,3
History,99,30,89,5
History,116,8,90,1
English,61,30,86,1
Science,100,9,61,1
Science,116,28,60,5
Math,43,14,60,4
English,97,20,90,4
Math,52,20,91,5
English,50,27,89,2
English,62,8,69,2
History,35,5,62,2
English,32,19,62,4
History,117,21,91,4
History,42,8,76,1
Science,68,29,84,4
English,80,8,96,3
Math,102,5,76,4
Math,61,8,61,5
English,57,23,98,4
Science,36,28,82,3
History,39,25,92,1
Science,116,20,87,5
Math,69,23,100,1
History,90,24,62,4
History,38,30,97,3
History,111,8,61,2
English,49,30,97,3
History,103,27,87,3
English,47,19,60,1
Science,40,19,69,2
Math,102,22,60,4
History,33,7,92,2
Math,111,6,80,4
Science,34,15,61,4
English,97,9,77,5
History,101,29,74,3
English,92,14,88,5
English,57,26,61,5
History,68,30,69,3
Math,119,12,71,5
English,101,15,97,1
History,85,19,68,3
Science,54,15,71,2
Science,117,9,94,3
English,78,15,92,3
Math,53,18,72,4
History,73,25,76,1
Math,78,26,73,3
English,59,27,65,1
Science,93,16,68,2
English,44,27,83,2
Science,106,13,98,1
Math,96,28,85,3
Science,74,19,86,3
English,78,22,70,4
History,94,13,66,3
History,114,6,82,5
Math,109,10,81,2
English,93,14,93,4
History,107,14,62,1
History,98,23,72,2
Math,40,23,82,2
English,37,28,89,4
Math,46,20,62,1
History,52,17,91,4
Math,48,24,92,1
English,115,25,75,5
Science,111,6,92,5
History,88,26,85,4
English,75,5,91,1
Science,74,11,94,4
Math,44,30,73,3
Math,60,24,75,3
Math,107,15,71,2
Math,67,17,95,3
History,44,27,98,2
Math,35,14,87,3
Math,81,21,69,4
Math,63,11,73,5
History,70,28,81,4
Math,87,13,70,3
English,61,28,83,5
History,72,13,79,3
Science,44,5,99,2
Math,31,19,73,4
Math,66,11,100,1
History,65,28,89,5
History,32,26,82,5
English,47,21,81,4
English,116,10,60,2
English,73,18,77,2
English,47,7,73,1
Science,41,21,61,2
History,73,21,63,4
Math,100,5,94,5
History,88,26,63,4
Math,91,13,95,5
English,76,10,94,2
Science,119,12,69,2
Math,69,30,61,3
Math,70,12,86,2
English,90,29,85,2
Science,105,6,67,5
English,78,20,98,5
Science,103,27,74,1
History,54,5,69,3
History,43,19,77,1
English,114,23,65,4
English,43,10,88,5
English,47,12,61,3
Math,94,23,74,5
Science,40,11,90,1
History,53,26,62,1
Science,62,18,62,2
Science,39,17,92,5
Math,53,17,79,2
English,66,13,62,5
English,111,5,85,4
English,83,11,90,4
History,114,14,97,5
Science,40,26,84,4
Math,94,12,86,4
History,68,17,87,1
Science,56,21,84,5
Science,44,24,94,2
Science,83,28,92,1
Science,84,13,79,2
English,101,25,78,3
History,67,18,84,2
History,109,15,65,4
History,54,11,92,2
English,83,23,62,4
Science,91,26,96,1
Science,119,17,62,3
History,67,13,74,4
Science,90,25,89,2
Math,87,26,97,3
Math,40,10,65,5
Math,63,9,93,2
Math,67,24,91,2
Science,37,14,78,4
English,97,13,96,3
Science,43,29,92,1
Science,109,20,63,1
Science,120,30,61,1
History,114,25,95,5
Math,34,24,88,4
Science,50,27,68,2
Math,63,28,70,4
Science,33,18,66,3
History,60,13,81,5
Math,40,23,98,1
History,64,28,97,3
History,39,24,63,1
History,70,19,81,3
Science,75,11,63,4
Science,104,26,89,3
English,60,7,63,4
English,63,8,82,5
Science,76,9,61,5
History,56,28,97,2
Math,39,28,78,3
Math,73,27,88,2
Science,67,30,75,3
History,33,25,60,1
History,98,29,85,4
Math,112,7,95,5
Math,115,22,83,3
Science,52,12,86,4
English,105,25,65,5
Math,84,8,74,1
English,50,12,72,1
Science,92,8,76,2
History,119,15,89,4
English,47,11,80,4
Math,32,28,94,5
Math,52,11,70,5
History,108,6,82,1
Science,61,18,75,3
Math,41,9,93,2
Math,63,8,76,4
Science,119,24,81,2
Math,87,28,80,5
English,39,11,91,4
History,41,8,79,1
Math,33,26,70,1
English,86,25,99,4
English,79,26,65,4
Science,75,12,76,3
Science,54,19,89,3
Math,48,27,72,4
Science,74,13,80,3
Math,78,18,69,2
History,36,16,74,5
English,88,25,90,5
Math,81,24,92,1
History,50,23,80,2
Math,55,27,83,1
English,56,14,62,5
English,83,24,100,2
Science,82,18,70,2
Science,67,20,88,3
English,31,12,67,1
Math,105,27,79,4
History,78,25,68,3
English,120,11,100,2
Science,66,18,69,1
Math,73,20,84,4
History,90,25,93,4
Science,112,8,82,5
Science,72,14,60,5
History,87,23,78,1
Math,57,15,91,2
English,110,22,96,1
Science,101,19,89,1
Science,63,6,80,5
History,68,21,64,3
History,97,22,62,5
History,78,20,99,5
Science,92,25,90,3
Math,50,7,73,5
History,81,12,84,4
English,45,14,92,4
Math,70,22,64,1
Science,120,14,66,5
Science,117,6,76,2
Science,115,22,79,2
English,82,11,89,3
English,76,8,76,5
History,45,24,95,1
Math,112,27,97,2
Science,71,10,79,3
History,115,22,97,2
Science,67,24,94,5
Math,42,30,98,2
History,58,10,64,1
English,33,7,84,3
Math,69,6,97,2
Math,94,6,64,3
Science,30,20,73,1
Math,108,30,85,5
Math,76,28,63,4
Science,99,19,82,2
English,115,24,92,1
English,65,13,60,4
History,77,18,93,2
History,34,16,81,2
Math,108,20,99,1
Math,56,6,62,4
Science,115,18,66,3
English,110,23,83,4
Science,91,17,69,3
History,69,22,96,1
Science,78,9,62,5
Science,45,21,90,4
English,92,25,83,2
English,112,5,80,1
English,91,18,100,1
History,104,19,77,4
History,112,13,75,3
Math,116,17,79,5
Math,49,7,77,2
English,107,10,92,5
Math,110,16,63,5
Science,101,22,65,2
English,59,10,70,4
History,36,13,61,4
Math,62,25,86,5
Math,113,18,98,3
English,112,11,81,2
History,61,20,85,2
Math,36,22,89,2
History,64,24,90,5
Math,56,12,92,4
Math,120,21,63,5
English,104,18,87,3
Math,92,12,80,3
Math,91,18,93,1
Science,93,7,99,2
Math,86,18,86,1
Math,34,22,93,5
History,100,6,63,5
History,64,11,75,2
English,76,12,89,1
History,46,21,73,4
English,110,18,70,2
Math,105,7,98,5
English,104,5,94,2
English,102,25,70,2
English,54,19,68,1
English,75,23,84,5
History,53,7,65,5
Math,54,14,93,1
English,110,8,94,5
English,115,30,79,2
History,94,21,70,2
Science,97,26,89,2
Math,61,14,76,4
English,119,21,89,4
History,59,26,61,3
Math,51,20,63,3
Science,82,29,78,4
Math,64,29,60,4
Math,65,11,77,3
Science,38,20,92,4
Science,107,15,98,2
English,110,28,85,4
English,111,7,80,1
English,65,14,78,1
Science,113,29,99,2
English,102,15,74,3
English,112,11,98,1
History,79,30,81,2
Math,31,8,83,3
English,91,23,63,1
Math,68,21,90,1
English,100,28,71,2
History,80,5,81,1
Science,42,13,70,4
Science,47,12,93,3
Science,74,13,84,4
History,32,28,94,1
History,54,16,96,4
Science,48,14,91,3
Science,75,20,93,1
Science,45,10,68,1
Science,101,9,85,2
History,66,13,75,5
Math,64,19,94,1
Science,114,20,82,5
English,119,25,92,1
Science,90,24,76,5
English,117,8,74,3
Math,46,18,86,2
Math,101,5,82,2
History,120,11,94,4
Math,37,30,85,3
Science,96,24,61,2
History,60,13,82,4
History,51,27,77,4
History,32,6,97,4
Math,100,30,79,4
History,117,29,62,5
Math,72,21,84,3
History,77,23,62,2
History,70,28,69,4
History,43,25,74,2
Science,92,26,74,5
Math,91,15,92,1
History,44,9,63,2
History,91,7,82,5
History,116,12,88,2
Science,89,11,99,2
History,73,17,98,2
Math,111,23,98,2
Science,84,27,65,5
English,57,24,63,4
Science,60,9,71,4
History,111,28,84,1
Math,103,7,93,4
English,78,11,79,3
Math,49,8,94,2
English,89,5,73,2
Math,58,19,81,5
English,57,7,82,4
History,106,7,75,4
History,82,9,77,3
History,66,11,68,5
Math,41,6,97,5
English,111,15,87,1
Math,93,13,62,5
Science,34,24,60,1
Science,60,29,72,5
Math,80,23,85,4
English,66,16,62,2
Math,103,20,97,5
Math,92,26,88,4
English,38,11,85,5
Science,45,30,63,5
History,84,7,90,5
English,67,23,63,3
Math,113,23,74,1
History,44,16,100,3
Science,47,18,63,4
English,43,10,65,3
History,117,20,66,5
Math,97,17,64,4
Science,115,28,88,2
History,113,26,70,3
History,75,10,87,5
Math,76,22,90,4
History,41,15,84,4
English,41,10,61,4
Science,37,28,87,5
History,64,29,91,4
English,104,6,85,3
Math,78,26,83,1
History,103,11,80,1
Science,54,9,78,2
English,57,16,60,3
English,49,5,94,4
Science,61,5,77,2
Math,84,8,74,2
English,43,29,82,3
History,97,18,69,4
Math,65,18,85,2
History,52,24,90,3
English,111,13,87,1
English,103,12,73,4
English,114,26,91,1
Science,54,17,88,4
Math,49,20,92,1
English,33,22,67,4
Math,67,25,74,3
Math,37,14,87,3
History,31,17,94,1
Math,71,6,98,3
History,81,7,65,1
History,44,25,95,5
Science,72,22,77,1
English,89,25,72,5
English,71,23,85,2
English,53,18,66,4
Science,85,21,85,5
History,88,25,96,2
Math,60,12,95,3
English,82,17,65,4
History,61,29,89,5
English,55,26,86,5
Math,110,14,93,4
Math,58,23,96,4
History,94,16,89,1
Science,105,26,94,5
English,31,7,76,3
Math,99,25,93,4
History,30,5,63,2
History,66,17,72,2
History,61,18,90,5
Math,105,17,83,2
English,82,26,64,1
History,32,26,76,5
Science,38,17,93,4
History,55,11,77,1
Science,30,17,80,5
History,103,22,66,1
Math,40,10,72,2
Math,80,14,85,1
English,80,28,61,5
English,87,25,70,4
Science,59,9,68,1
History,78,17,71,1
English,95,13,96,5
Math,40,19,71,4
History,119,5,90,1
Science,53,17,78,2
Science,118,17,83,5
History,87,24,62,5
English,100,9,63,2
Science,66,28,74,2
History,77,16,97,5
English,81,7,91,1
Math,87,19,100,5
History,85,19,73,4
Math,56,21,70,1
English,50,15,61,1
English,56,27,78,5
English,62,27,61,2
English,85,21,90,3
Math,73,8,86,2
English,63,29,63,3
Science,47,30,78,3
History,77,6,97,1
Science,92,22,67,3
English,30,26,85,3
Science,61,15,71,2
History,60,21,94,4
English,64,16,93,3
History,73,18,78,3
History,64,18,98,4
Science,62,29,92,5
English,114,24,73,2
History,86,16,99,3
Math,36,14,100,1
Science,96,27,68,4
Math,77,21,72,4
Math,65,6,61,1
English,87,28,92,3
Science,73,24,86,4
History,84,13,97,5
Science,47,28,67,2
English,104,23,65,1
English,104,26,64,2
English,55,5,88,3
English,77,13,78,2
Math,101,24,76,2
Science,38,19,80,2
English,37,6,87,1
Science,116,9,82,1
Math,94,19,79,1
Science,90,28,65,4
English,61,24,65,2
Math,117,22,80,4
Science,111,26,64,2
English,52,17,70,2
